geo_id,tract,total_18_to_64_2018_ALL,total_18_to_64_2018_BLACK,total_18_to_64_2018_LATINX,total_18_to_64_2018_WHITE,percent_18_to_64_2018_BLACK,percent_18_to_64_2018_LATINX,percent_18_to_64_2018_WHITE,total_18_to_over_2018_ALL,total_18_to_over_2018_BLACK,total_18_to_over_2018_LATINX,total_18_to_over_2018_WHITE,percent_18_to_over_2018_BLACK,percent_18_to_over_2018_LATINX,percent_18_to_over_2018_WHITE,total_assoc_to_higher_2018_ALL,percent_assoc_to_higher_2018_ALL,total_bach_to_higher_2018_ALL,total_bach_to_higher_2018_BLACK,total_bach_to_higher_2018_LATINX,total_bach_to_higher_2018_WHITE,percent_bach_to_higher_2018_ALL,percent_bach_to_higher_2018_BLACK,percent_bach_to_higher_2018_LATINX,percent_bach_to_higher_2018_WHITE, median_income_all_2018 , median_income_black_2018 , median_income_latinx_2018 , median_income_white_2018 ,totalbelowpov_18_to_64_2018,totalbelowpov_black_2018,totalbelowpov_latinx_2018,totalbelowpov_white_2018,pctbelowpov_18_to_64_2018,pctbelowpov_black_2018,pctbelowpov_latinx_2018,pctbelowpov_white_2018
1400000US48157675500,"Census Tract 6755, Fort Bend County, Texas",11319,2061,3956,4233,18.2%,35.0%,37.4%,12810,2199,4139,5333,17.2%,32.3%,41.6%,4673,42.2%,3571,894,606,1489,32.3%,25.0%,17.0%,41.7%," $ 85,238.00 "," $ 69,157.00 "," $ 66,172.00 "," $ 101,250.00 ",295,82,518,188,2.6%,2.4%,8.7%,2.8%
1400000US48157674200,"Census Tract 6742, Fort Bend County, Texas",3249,36,303,1812,1.1%,9.3%,55.8%,4050,62,368,2234,1.5%,9.1%,55.2%,3118,81.6%,2995,44,228,1649,78.4%,1.5%,7.6%,55.1%," $ 216,518.00 "," 250,000+ "," 250,000+ "," $ 238,281.00 ",13,0,0,0,0.4%,0.0%,0.0%,0.0%
1400000US48157674400,"Census Tract 6744, Fort Bend County, Texas",12060,659,844,3286,5.5%,7.0%,27.2%,13799,765,871,3645,5.5%,6.3%,26.4%,9649,76.1%,9086,494,419,2223,71.7%,5.4%,4.6%,24.5%," $ 171,500.00 "," $ 198,587.00 ", - ," $ 170,577.00 ",623,46,254,187,5.2%,4.7%,19.6%,3.9%
1400000US48157671700,"Census Tract 6717, Fort Bend County, Texas",2776,53,250,1917,1.9%,9.0%,69.1%,4579,152,381,3306,3.3%,8.3%,72.2%,2812,67.4%,2579,68,168,1869,61.8%,2.6%,6.5%,72.5%," $ 131,643.00 ", - , - ," $ 135,335.00 ",343,48,45,381,12.4%,28.2%,9.0%,10.5%
1400000US48157674300,"Census Tract 6743, Fort Bend County, Texas",5768,725,394,1890,12.6%,6.8%,32.8%,6708,791,451,2193,11.8%,6.7%,32.7%,4049,67.8%,3717,283,88,1475,62.2%,7.6%,2.4%,39.7%," $ 138,355.00 "," $ 158,189.00 "," $ 126,611.00 "," $ 148,641.00 ",173,7,0,309,3.0%,0.7%,0.0%,9.3%
1400000US48157672800,"Census Tract 6728, Fort Bend County, Texas",5446,864,587,1250,15.9%,10.8%,23.0%,6178,924,657,1404,15.0%,10.6%,22.7%,3212,61.7%,2782,443,113,424,53.4%,15.9%,4.1%,15.2%," $ 88,581.00 "," $ 81,023.00 "," $ 72,188.00 "," $ 86,224.00 ",432,301,53,0,8.2%,25.7%,5.6%,0.0%
1400000US48157674700,"Census Tract 6747, Fort Bend County, Texas",9640,1851,2000,3140,19.2%,20.7%,32.6%,11973,2022,2262,4522,16.9%,18.9%,37.8%,5799,55.3%,4752,501,497,2190,45.3%,10.5%,10.5%,46.1%," $ 88,696.00 "," $ 122,851.00 "," $ 75,875.00 "," $ 88,667.00 ",806,137,187,304,9.3%,6.3%,7.2%,6.3%
1400000US48157671100,"Census Tract 6711, Fort Bend County, Texas",5684,2214,2175,696,39.0%,38.3%,12.2%,6572,2415,2487,941,36.7%,37.8%,14.3%,2056,37.6%,1504,623,148,280,27.5%,41.4%,9.8%,18.6%," $ 65,334.00 "," $ 77,044.00 "," $ 48,159.00 "," $ 75,352.00 ",739,413,622,14,13.0%,13.0%,18.1%,1.3%
1400000US48157671400,"Census Tract 6714, Fort Bend County, Texas",6355,1612,1144,947,25.4%,18.0%,14.9%,7009,1783,1256,1058,25.4%,17.9%,15.1%,3116,53.4%,2474,562,178,361,42.4%,22.7%,7.2%,14.6%," $ 64,815.00 "," $ 70,854.00 "," $ 42,231.00 "," $ 65,230.00 ",1039,201,465,142,16.3%,8.7%,29.2%,12.8%
1400000US48157672200,"Census Tract 6722, Fort Bend County, Texas",2297,87,730,1142,3.8%,31.8%,49.7%,2926,109,899,1458,3.7%,30.7%,49.8%,1507,54.9%,1310,45,218,799,47.7%,3.4%,16.6%,61.0%," $ 87,639.00 ", - ," $ 74,750.00 "," $ 112,557.00 ",72,10,39,71,3.1%,9.2%,3.7%,3.9%
1400000US48157675100,"Census Tract 6751, Fort Bend County, Texas",6648,983,3284,2135,14.8%,49.4%,32.1%,7794,1189,3609,2644,15.3%,46.3%,33.9%,2155,32.4%,1492,209,184,897,22.4%,14.0%,12.3%,60.1%," $ 55,053.00 "," $ 37,344.00 "," $ 47,781.00 "," $ 79,226.00 ",591,456,634,102,8.9%,23.8%,10.9%,3.4%
1400000US48157673500,"Census Tract 6735, Fort Bend County, Texas",5404,672,1257,3222,12.4%,23.3%,59.6%,6423,735,1388,3987,11.4%,21.6%,62.1%,3269,56.6%,2653,53,381,2039,45.9%,2.0%,14.4%,76.9%," $ 109,069.00 "," $ 84,384.00 "," $ 75,455.00 "," $ 128,814.00 ",381,18,434,152,7.1%,1.7%,22.5%,3.2%
1400000US48157673800,"Census Tract 6738, Fort Bend County, Texas",6546,607,1322,1582,9.3%,20.2%,24.2%,7415,739,1363,1823,10.0%,18.4%,24.6%,3486,53.6%,3035,322,181,921,46.7%,10.6%,6.0%,30.3%," $ 113,333.00 "," $ 127,153.00 "," $ 32,004.00 "," $ 116,471.00 ",585,127,793,78,8.9%,11.9%,34.0%,3.0%
1400000US48157674100,"Census Tract 6741, Fort Bend County, Texas",4508,441,504,2642,9.8%,11.2%,58.6%,5568,493,605,3225,8.9%,10.9%,57.9%,3634,70.6%,3128,378,263,1723,60.8%,12.1%,8.4%,55.1%," $ 111,195.00 "," $ 147,188.00 "," $ 95,407.00 "," $ 117,055.00 ",202,1,129,204,4.5%,0.2%,12.7%,5.0%
1400000US48157675400,"Census Tract 6754, Fort Bend County, Texas",4887,492,2630,1671,10.1%,53.8%,34.2%,5691,561,3038,1972,9.9%,53.4%,34.7%,1449,29.3%,1029,128,236,617,20.8%,12.4%,22.9%,60.0%," $ 57,090.00 "," $ 82,702.00 "," $ 46,784.00 "," $ 69,511.00 ",525,0,1199,120,10.7%,0.0%,26.4%,4.5%
1400000US48157671200,"Census Tract 6712, Fort Bend County, Texas",4645,3076,940,358,66.2%,20.2%,7.7%,5157,3349,1018,507,64.9%,19.7%,9.8%,1296,29.5%,1102,912,38,109,25.1%,82.8%,3.4%,9.9%," $ 71,056.00 "," $ 78,817.00 "," $ 48,857.00 "," $ 48,264.00 ",469,487,19,46,10.1%,11.6%,1.4%,7.8%
1400000US48157671300,"Census Tract 6713, Fort Bend County, Texas",2855,1026,1227,291,35.9%,43.0%,10.2%,3170,1081,1312,411,34.1%,41.4%,13.0%,596,22.3%,371,90,68,74,13.9%,24.3%,18.3%,19.9%," $ 63,421.00 "," $ 48,894.00 "," $ 53,000.00 "," $ 65,000.00 ",381,400,404,64,13.3%,25.9%,22.4%,12.3%
1400000US48157672900,"Census Tract 6729, Fort Bend County, Texas",32728,8052,5366,9195,24.6%,16.4%,28.1%,35814,8813,5491,10121,24.6%,15.3%,28.3%,18107,56.3%,15667,3773,2213,4108,48.7%,24.1%,14.1%,26.2%," $ 98,531.00 "," $ 95,994.00 "," $ 84,198.00 "," $ 114,578.00 ",1430,1331,279,435,4.4%,9.9%,3.6%,2.9%
1400000US48157673400,"Census Tract 6734, Fort Bend County, Texas",15858,2331,3230,8633,14.7%,20.4%,54.4%,18142,2531,3520,10136,14.0%,19.4%,55.9%,9806,59.7%,8611,1403,906,5518,52.4%,16.3%,10.5%,64.1%," $ 123,728.00 "," $ 122,597.00 "," $ 160,713.00 "," $ 124,161.00 ",709,156,21,329,4.5%,4.8%,0.4%,2.3%
1400000US48157673600,"Census Tract 6736, Fort Bend County, Texas",4840,254,971,3402,5.2%,20.1%,70.3%,6030,254,1128,4403,4.2%,18.7%,73.0%,2799,51.8%,2458,96,160,2039,45.5%,3.9%,6.5%,83.0%," $ 95,750.00 ", - ," $ 61,365.00 "," $ 98,922.00 ",270,0,272,182,5.6%,0.0%,17.9%,3.3%
1400000US48157673700,"Census Tract 6737, Fort Bend County, Texas",2436,764,773,901,31.4%,31.7%,37.0%,2629,811,817,1003,30.8%,31.1%,38.2%,111,4.4%,65,0,12,53,2.6%,0.0%,18.5%,81.5%, - , - , - , - ,6,6,0,0,25.0%,25.0%,-,-
1400000US48157675000,"Census Tract 6750, Fort Bend County, Texas",1879,486,1043,301,25.9%,55.5%,16.0%,2202,572,1259,322,26.0%,57.2%,14.6%,279,13.7%,262,108,125,22,12.9%,41.2%,47.7%,8.4%," $ 38,712.00 "," $ 39,125.00 "," $ 36,684.00 "," $ 112,679.00 ",244,158,622,27,13.0%,21.4%,27.6%,6.8%
1400000US48157675600,"Census Tract 6756, Fort Bend County, Texas",4450,8,1602,2740,0.2%,36.0%,61.6%,5304,17,1766,3421,0.3%,33.3%,64.5%,1456,30.8%,1152,0,122,941,24.4%,0.0%,10.6%,81.7%," $ 80,398.00 ", - ," $ 58,145.00 "," $ 86,835.00 ",89,9,104,58,2.0%,100.0%,3.5%,1.4%
1400000US48157675700,"Census Tract 6757, Fort Bend County, Texas",3862,197,1419,2120,5.1%,36.7%,54.9%,4787,249,1640,2768,5.2%,34.3%,57.8%,1044,23.7%,661,69,16,534,15.0%,10.4%,2.4%,80.8%," $ 64,059.00 ", - ," $ 56,926.00 "," $ 71,425.00 ",447,37,431,310,11.6%,10.0%,18.1%,8.8%
1400000US48157675300,"Census Tract 6753, Fort Bend County, Texas",4209,343,3231,623,8.1%,76.8%,14.8%,5106,391,3561,1142,7.7%,69.7%,22.4%,343,8.3%,223,0,88,135,5.4%,0.0%,39.5%,60.5%," $ 44,896.00 ", - ," $ 44,542.00 "," $ 73,491.00 ",602,2,1067,120,14.4%,0.4%,21.4%,9.0%
1400000US48157670300,"Census Tract 6703, Fort Bend County, Texas",1955,1320,486,57,67.5%,24.9%,2.9%,2449,1742,499,96,71.1%,20.4%,3.9%,620,29.8%,434,364,20,11,20.9%,83.9%,4.6%,2.5%," $ 54,125.00 "," $ 62,353.00 "," $ 53,661.00 "," $ 34,107.00 ",330,308,197,49,16.9%,14.3%,21.6%,41.9%
1400000US48157675800,"Census Tract 6758, Fort Bend County, Texas",1962,473,835,651,24.1%,42.6%,33.2%,2583,637,1053,890,24.7%,40.8%,34.5%,358,15.4%,254,48,37,158,10.9%,18.9%,14.6%,62.2%," $ 46,438.00 "," $ 43,286.00 "," $ 45,448.00 "," $ 53,194.00 ",514,179,530,85,26.2%,25.6%,41.2%,6.6%
1400000US48157670101,"Census Tract 6701.01, Fort Bend County, Texas",4268,1349,2825,111,31.6%,66.2%,2.6%,4831,1585,3110,145,32.8%,64.4%,3.0%,415,10.7%,267,135,106,26,6.9%,50.6%,39.7%,9.7%," $ 48,586.00 "," $ 45,862.00 "," $ 49,808.00 "," $ 157,857.00 ",735,411,1008,5,17.2%,20.3%,22.5%,3.2%
1400000US48157670102,"Census Tract 6701.02, Fort Bend County, Texas",2133,1445,657,10,67.7%,30.8%,0.5%,2316,1612,665,26,69.6%,28.7%,1.1%,329,16.4%,265,244,0,8,13.2%,92.1%,0.0%,3.0%," $ 59,750.00 "," $ 57,390.00 "," $ 58,750.00 ", - ,378,303,481,0,17.7%,14.2%,42.2%,0.0%
1400000US48157670601,"Census Tract 6706.01, Fort Bend County, Texas",5916,4871,750,212,82.3%,12.7%,3.6%,6841,5598,827,327,81.8%,12.1%,4.8%,2420,41.8%,1907,1636,122,129,32.9%,85.8%,6.4%,6.8%," $ 74,921.00 "," $ 76,288.00 "," $ 50,878.00 "," $ 62,500.00 ",195,97,342,0,3.3%,1.3%,26.2%,0.0%
1400000US48157670602,"Census Tract 6706.02, Fort Bend County, Texas",1134,769,353,18,67.8%,31.1%,1.6%,1295,865,404,32,66.8%,31.2%,2.5%,259,22.1%,197,166,16,15,16.8%,84.3%,8.1%,7.6%," $ 51,250.00 "," $ 46,522.00 "," $ 55,417.00 ", - ,72,137,10,7,6.3%,11.7%,1.4%,21.9%
1400000US48157670901,"Census Tract 6709.01, Fort Bend County, Texas",8018,3413,317,1932,42.6%,4.0%,24.1%,9467,3819,389,2483,40.3%,4.1%,26.2%,4750,58.9%,4040,1237,88,1408,50.1%,30.6%,2.2%,34.9%," $ 107,500.00 "," $ 111,731.00 "," $ 105,352.00 "," $ 120,167.00 ",112,68,22,43,1.4%,1.3%,3.0%,1.6%
1400000US48157670902,"Census Tract 6709.02, Fort Bend County, Texas",4808,3257,1319,143,67.7%,27.4%,3.0%,5306,3524,1514,179,66.4%,28.5%,3.4%,2051,44.7%,1607,1239,302,58,35.0%,77.1%,18.8%,3.6%," $ 86,576.00 "," $ 94,491.00 "," $ 81,597.00 ", - ,202,201,166,0,4.2%,3.9%,6.6%,0.0%
1400000US48157671001,"Census Tract 6710.01, Fort Bend County, Texas",3150,856,466,1434,27.2%,14.8%,45.5%,4596,1022,629,2459,22.2%,13.7%,53.5%,2799,64.2%,2490,590,337,1345,57.1%,23.7%,13.5%,54.0%," $ 92,716.00 "," $ 95,815.00 "," $ 91,520.00 "," $ 94,655.00 ",144,24,42,88,4.6%,2.0%,4.5%,3.3%
1400000US48157671002,"Census Tract 6710.02, Fort Bend County, Texas",3536,1133,859,1226,32.0%,24.3%,34.7%,4533,1289,1119,1718,28.4%,24.7%,37.9%,2076,50.3%,1452,234,337,710,35.2%,16.1%,23.2%,48.9%," $ 67,083.00 "," $ 70,833.00 "," $ 78,900.00 "," $ 63,299.00 ",216,99,111,240,6.1%,5.9%,6.8%,10.6%
1400000US48157671501,"Census Tract 6715.01, Fort Bend County, Texas",5131,1153,552,1337,22.5%,10.8%,26.1%,6185,1518,658,1638,24.5%,10.6%,26.5%,3558,62.8%,3211,608,403,868,56.7%,18.9%,12.6%,27.0%," $ 110,909.00 "," $ 100,043.00 "," $ 140,417.00 "," $ 138,281.00 ",256,65,60,14,5.0%,3.4%,8.6%,0.7%
1400000US48157671502,"Census Tract 6715.02, Fort Bend County, Texas",1113,357,123,228,32.1%,11.1%,20.5%,1291,401,123,267,31.1%,9.5%,20.7%,721,65.0%,661,227,30,131,59.6%,34.3%,4.5%,19.8%," $ 111,055.00 "," $ 112,045.00 ", - ," $ 106,250.00 ",59,10,7,23,5.3%,1.9%,4.5%,7.3%
1400000US48157671601,"Census Tract 6716.01, Fort Bend County, Texas",4662,142,536,2663,3.0%,11.5%,57.1%,5468,184,620,2883,3.4%,11.3%,52.7%,3272,65.1%,2848,12,187,1484,56.7%,0.4%,6.6%,52.1%," $ 81,003.00 ", - ," $ 45,481.00 "," $ 97,969.00 ",164,0,41,127,3.5%,0.0%,4.5%,3.6%
1400000US48157671602,"Census Tract 6716.02, Fort Bend County, Texas",2231,13,336,1103,0.6%,15.1%,49.4%,2791,30,373,1319,1.1%,13.4%,47.3%,1760,67.4%,1651,22,159,851,63.2%,1.3%,9.6%,51.5%," $ 101,531.00 ", - ," $ 71,818.00 "," $ 131,944.00 ",116,0,43,67,5.2%,0.0%,9.5%,4.2%
1400000US48157672001,"Census Tract 6720.01, Fort Bend County, Texas",5159,697,924,1060,13.5%,17.9%,20.5%,6351,907,1011,1385,14.3%,15.9%,21.8%,2653,48.2%,2203,317,448,197,40.0%,14.4%,20.3%,8.9%," $ 63,212.00 "," $ 50,852.00 "," $ 86,174.00 "," $ 57,273.00 ",591,34,61,320,11.5%,2.7%,5.0%,20.3%
1400000US48157672002,"Census Tract 6720.02, Fort Bend County, Texas",5117,1539,765,1322,30.1%,15.0%,25.8%,5798,1672,812,1565,28.8%,14.0%,27.0%,2533,48.9%,2083,593,182,565,40.2%,28.5%,8.7%,27.1%," $ 60,804.00 "," $ 62,837.00 "," $ 54,583.00 "," $ 53,300.00 ",640,196,130,205,12.5%,9.6%,11.7%,11.8%
1400000US48157672301,"Census Tract 6723.01, Fort Bend County, Texas",5338,1160,1223,724,21.7%,22.9%,13.6%,6180,1200,1366,950,19.4%,22.1%,15.4%,2363,45.8%,2027,644,81,377,39.3%,31.8%,4.0%,18.6%," $ 67,816.00 "," $ 73,792.00 "," $ 60,938.00 "," $ 85,568.00 ",364,56,550,1,6.8%,4.2%,30.1%,0.1%
1400000US48157672302,"Census Tract 6723.02, Fort Bend County, Texas",5816,442,1023,2928,7.6%,17.6%,50.3%,7082,442,1088,3870,6.2%,15.4%,54.6%,2562,39.9%,2107,195,195,1000,32.8%,9.3%,9.3%,47.5%," $ 80,784.00 "," $ 96,102.00 "," $ 80,227.00 "," $ 69,503.00 ",339,0,111,283,5.8%,0.0%,7.4%,6.1%
1400000US48157672601,"Census Tract 6726.01, Fort Bend County, Texas",7267,2177,3620,865,30.0%,49.8%,11.9%,8086,2290,3776,1184,28.3%,46.7%,14.6%,997,15.5%,758,218,26,279,11.8%,28.8%,3.4%,36.8%," $ 52,798.00 "," $ 52,857.00 "," $ 45,132.00 "," $ 63,594.00 ",1150,955,1012,43,15.8%,34.5%,18.0%,3.1%
1400000US48157672602,"Census Tract 6726.02, Fort Bend County, Texas",5215,2707,1537,274,51.9%,29.5%,5.3%,5753,2887,1698,321,50.2%,29.5%,5.6%,1513,34.5%,1121,730,76,98,25.6%,65.1%,6.8%,8.7%," $ 70,417.00 "," $ 75,667.00 "," $ 66,791.00 "," $ 80,927.00 ",253,388,192,0,4.9%,9.6%,8.8%,0.0%
1400000US48157672701,"Census Tract 6727.01, Fort Bend County, Texas",8778,1918,2625,823,21.9%,29.9%,9.4%,9899,2115,2807,1132,21.4%,28.4%,11.4%,3752,43.7%,2833,755,283,371,33.0%,26.7%,10.0%,13.1%," $ 74,260.00 "," $ 108,155.00 "," $ 64,413.00 "," $ 86,591.00 ",733,520,107,183,8.4%,14.8%,2.5%,12.3%
1400000US48157672702,"Census Tract 6727.02, Fort Bend County, Texas",4982,1206,987,1854,24.2%,19.8%,37.2%,5472,1303,1039,2070,23.8%,19.0%,37.8%,2155,46.8%,1953,358,338,756,42.4%,18.3%,17.3%,38.7%," $ 83,750.00 "," $ 70,737.00 "," $ 92,432.00 "," $ 77,788.00 ",443,624,49,161,8.9%,29.2%,3.0%,6.3%
1400000US48157673001,"Census Tract 6730.01, Fort Bend County, Texas",4662,314,564,3187,6.7%,12.1%,68.4%,5727,337,625,4014,5.9%,10.9%,70.1%,3641,68.5%,3491,113,364,2500,65.7%,3.2%,10.4%,71.6%," $ 134,327.00 "," $ 83,554.00 "," $ 148,977.00 "," $ 144,663.00 ",101,62,0,231,2.2%,10.5%,0.0%,4.2%
1400000US48157673002,"Census Tract 6730.02, Fort Bend County, Texas",5756,739,1488,2732,12.8%,25.9%,47.5%,6609,923,1680,3092,14.0%,25.4%,46.8%,3472,59.9%,3197,341,701,1433,55.2%,10.7%,21.9%,44.8%," $ 98,983.00 "," $ 41,089.00 "," $ 57,978.00 "," $ 117,092.00 ",572,304,739,151,9.9%,21.7%,29.7%,3.7%
1400000US48157673003,"Census Tract 6730.03, Fort Bend County, Texas",7505,382,1102,3942,5.1%,14.7%,52.5%,8024,486,1134,4205,6.1%,14.1%,52.4%,5644,76.1%,5059,163,742,2542,68.2%,3.2%,14.7%,50.2%," $ 159,241.00 "," $ 205,519.00 "," $ 160,250.00 "," $ 173,375.00 ",99,0,0,21,1.3%,0.0%,0.0%,0.4%
1400000US48157673101,"Census Tract 6731.01, Fort Bend County, Texas",41012,3283,9874,17711,8.0%,24.1%,43.2%,44851,3531,10559,19962,7.9%,23.5%,44.5%,29386,72.1%,26373,1635,5482,11123,64.7%,6.2%,20.8%,42.2%," $ 149,657.00 "," $ 158,432.00 "," $ 138,486.00 "," $ 146,373.00 ",1221,387,776,312,3.0%,6.1%,4.8%,1.0%
1400000US48157673102,"Census Tract 6731.02, Fort Bend County, Texas",11365,1063,2533,5128,9.4%,22.3%,45.1%,13971,1229,2914,6991,8.8%,20.9%,50.0%,8817,68.3%,8130,417,1712,3657,63.0%,5.1%,21.1%,45.0%," $ 120,037.00 "," $ 94,057.00 "," $ 136,528.00 "," $ 109,538.00 ",768,303,743,302,6.8%,20.1%,17.9%,3.4%
1400000US48157673901,"Census Tract 6739.01, Fort Bend County, Texas",5539,256,660,2446,4.6%,11.9%,44.2%,6530,315,756,2947,4.8%,11.6%,45.1%,4468,77.5%,4129,113,307,1756,71.6%,2.7%,7.4%,42.5%," $ 165,156.00 ", - ," $ 75,799.00 "," $ 164,408.00 ",87,4,4,35,1.6%,0.9%,0.3%,0.9%
1400000US48157673902,"Census Tract 6739.02, Fort Bend County, Texas",7312,329,298,1368,4.5%,4.1%,18.7%,8244,329,319,1537,4.0%,3.9%,18.6%,5887,77.8%,5653,207,178,1049,74.7%,3.7%,3.1%,18.6%," $ 166,283.00 ", - ," $ 201,776.00 "," $ 134,622.00 ",399,42,107,196,5.5%,11.4%,18.9%,9.2%
1400000US48157674501,"Census Tract 6745.01, Fort Bend County, Texas",8765,1967,788,2591,22.4%,9.0%,29.6%,9699,2106,902,2847,21.7%,9.3%,29.4%,6024,71.1%,5326,1083,529,1733,62.9%,20.3%,9.9%,32.5%," $ 119,482.00 "," $ 70,479.00 "," $ 91,842.00 "," $ 149,904.00 ",91,70,66,12,1.0%,2.3%,4.6%,0.3%
1400000US48157674502,"Census Tract 6745.02, Fort Bend County, Texas",12059,3504,2579,5188,29.1%,21.4%,43.0%,13523,3715,2795,6074,27.5%,20.7%,44.9%,7027,61.2%,6506,1654,409,3947,56.7%,25.4%,6.3%,60.7%," $ 126,157.00 "," $ 161,818.00 "," $ 68,297.00 "," $ 147,891.00 ",1116,28,1061,217,9.3%,0.5%,25.1%,2.4%
1400000US48157674601,"Census Tract 6746.01, Fort Bend County, Texas",1905,311,166,1239,16.3%,8.7%,65.0%,2776,428,224,1871,15.4%,8.1%,67.4%,1879,71.0%,1734,216,121,1249,65.5%,12.5%,7.0%,72.0%," $ 137,955.00 "," $ 172,955.00 "," $ 144,886.00 "," $ 127,763.00 ",50,0,15,61,2.6%,0.0%,4.7%,2.4%
1400000US48157674602,"Census Tract 6746.02, Fort Bend County, Texas",5293,478,789,3592,9.0%,14.9%,67.9%,6471,539,921,4425,8.3%,14.2%,68.4%,4339,72.6%,4032,191,481,2921,67.5%,4.7%,11.9%,72.4%," $ 141,315.00 "," $ 102,054.00 "," $ 169,375.00 "," $ 141,677.00 ",55,46,0,56,1.0%,4.7%,0.0%,0.9%
1400000US48157674603,"Census Tract 6746.03, Fort Bend County, Texas",3926,516,1382,1841,13.1%,35.2%,46.9%,4572,538,1508,2323,11.8%,33.0%,50.8%,1925,47.0%,1510,116,307,964,36.9%,7.7%,20.3%,63.8%," $ 84,876.00 "," $ 83,566.00 "," $ 83,849.00 "," $ 94,526.00 ",270,44,62,295,6.9%,6.8%,3.0%,9.1%
1400000US48157674604,"Census Tract 6746.04, Fort Bend County, Texas",3261,1277,418,703,39.2%,12.8%,21.6%,3828,1455,482,787,38.0%,12.6%,20.6%,2241,65.5%,1967,750,224,515,57.5%,38.1%,11.4%,26.2%," $ 129,773.00 "," $ 134,773.00 "," $ 120,357.00 "," $ 142,404.00 ",25,0,14,0,0.8%,0.0%,1.8%,0.0%
1400000US48157671900,"Census Tract 6719, Fort Bend County, Texas",2500,192,480,1219,7.7%,19.2%,48.8%,3284,221,523,1812,6.7%,15.9%,55.2%,1409,47.7%,1164,98,114,567,39.4%,8.4%,9.8%,48.7%," $ 82,738.00 ", - ," $ 89,250.00 "," $ 79,821.00 ",129,0,35,84,5.2%,0.0%,4.9%,4.0%
1400000US48157670400,"Census Tract 6704, Fort Bend County, Texas",3103,2350,596,69,75.7%,19.2%,2.2%,3659,2885,603,90,78.8%,16.5%,2.5%,1105,34.2%,925,884,18,20,28.6%,95.6%,1.9%,2.2%," $ 55,108.00 "," $ 55,453.00 "," $ 52,734.00 "," $ 81,406.00 ",232,478,63,16,7.5%,11.7%,7.0%,12.0%
1400000US48157670700,"Census Tract 6707, Fort Bend County, Texas",3790,1771,579,707,46.7%,15.3%,18.7%,4419,2044,642,832,46.3%,14.5%,18.8%,2095,50.8%,1868,729,139,389,45.3%,39.0%,7.4%,20.8%," $ 106,559.00 "," $ 98,646.00 ", - ," $ 126,250.00 ",108,118,0,93,2.8%,4.4%,0.0%,8.3%
1400000US48157674900,"Census Tract 6749, Fort Bend County, Texas",3459,461,2581,389,13.3%,74.6%,11.2%,4181,587,3021,538,14.0%,72.3%,12.9%,393,10.5%,235,33,67,110,6.3%,14.0%,28.5%,46.8%," $ 35,017.00 "," $ 28,333.00 "," $ 33,882.00 "," $ 74,471.00 ",832,161,1603,109,26.3%,24.3%,34.6%,30.6%
1400000US48157675200,"Census Tract 6752, Fort Bend County, Texas",3501,144,2877,476,4.1%,82.2%,13.6%,4115,170,3130,787,4.1%,76.1%,19.1%,550,15.4%,307,0,185,122,8.6%,0.0%,60.3%,39.7%," $ 43,374.00 "," $ 29,598.00 "," $ 44,066.00 "," $ 46,033.00 ",618,9,1385,53,17.7%,3.3%,29.3%,6.5%
1400000US48157670200,"Census Tract 6702, Fort Bend County, Texas",4746,2638,2022,68,55.6%,42.6%,1.4%,5596,3249,2098,177,58.1%,37.5%,3.2%,741,15.6%,483,436,47,0,10.2%,90.3%,9.7%,0.0%," $ 53,566.00 "," $ 58,293.00 "," $ 38,854.00 "," $ 58,208.00 ",507,402,493,0,10.7%,9.9%,15.1%,0.0%
1400000US48157671800,"Census Tract 6718, Fort Bend County, Texas",2222,690,577,468,31.1%,26.0%,21.1%,2579,746,678,636,28.9%,26.3%,24.7%,822,38.0%,707,202,102,216,32.7%,28.6%,14.4%,30.6%," $ 56,351.00 "," $ 69,028.00 "," $ 43,750.00 "," $ 58,347.00 ",131,73,53,70,5.9%,7.7%,5.6%,8.8%
1400000US48157672100,"Census Tract 6721, Fort Bend County, Texas",2289,57,231,1360,2.5%,10.1%,59.4%,3613,70,272,2233,1.9%,7.5%,61.8%,2199,67.0%,2032,33,77,1198,61.9%,1.6%,3.8%,59.0%," $ 131,445.00 ", - ," $ 140,714.00 "," $ 131,648.00 ",47,0,80,23,2.1%,0.0%,24.6%,1.0%
1400000US48157672400,"Census Tract 6724, Fort Bend County, Texas",5512,1122,1934,1350,20.4%,35.1%,24.5%,6423,1338,2082,1608,20.8%,32.4%,25.0%,1956,35.6%,1652,589,114,317,30.1%,35.7%,6.9%,19.2%," $ 68,915.00 "," $ 69,547.00 "," $ 61,917.00 "," $ 64,101.00 ",567,343,492,0,10.3%,14.4%,17.6%,0.0%
1400000US48157672500,"Census Tract 6725, Fort Bend County, Texas",5036,1273,2301,694,25.3%,45.7%,13.8%,5949,1501,2522,844,25.2%,42.4%,14.2%,1573,31.2%,1423,345,224,246,28.2%,24.2%,15.7%,17.3%," $ 80,880.00 "," $ 66,800.00 "," $ 78,333.00 "," $ 61,825.00 ",634,334,683,14,12.6%,15.7%,20.1%,1.6%
